name,new-AL,new-D,new-AR
A11-D51-A24,1.95575,-2.8586,2.0839
A11-D51-A25,1.95575,-2.8586,2.05522
A11-D51-A26,1.95575,-2.8586,1.92297
A11-D51-A27,1.95575,-2.8586,2.0775
A11-D51-A28,1.95575,-2.8586,2.0745
A11-D51-A29,1.95575,-2.8586,2.0737
A11-D51-A30,1.95575,-2.8586,1.982
A11-D51-A31,1.95575,-2.8586,2.303
A11-D51-A32,1.95575,-2.8586,2.0549
A11-D51-A33,1.95575,-2.8586,2.06
A11-D51-A34,1.95575,-2.8586,2.05475
A11-D51-A35,1.95575,-2.8586,2.018
A11-D51-A36,1.95575,-2.8586,2.06255
A11-D51-A37,1.95575,-2.8586,2.0434
A11-D51-A38,1.95575,-2.8586,2.0346
A11-D51-A39,1.95575,-2.8586,2.05155
A11-D51-A40,1.95575,-2.8586,2.0518
A11-D51-A41,1.95575,-2.8586,2.04075
A11-D52-A01,1.95575,-2.9172,2.0526
A11-D52-A02,1.95575,-2.9172,2.04761
A11-D52-A03,1.95575,-2.9172,2.0553
A11-D52-A04,1.95575,-2.9172,2.0413
A11-D52-A05,1.95575,-2.9172,2.0471
A11-D52-A06,1.95575,-2.9172,2.0376
A11-D52-A07,1.95575,-2.9172,2.0364
A11-D52-A08,1.95575,-2.9172,2.0417
A11-D52-A09,1.95575,-2.9172,2.0468
A11-D52-A10,1.95575,-2.9172,2.0487
A11-D52-A11,1.95575,-2.9172,1.95575
A11-D52-A12,1.95575,-2.9172,2.0611
A11-D52-A13,1.95575,-2.9172,2.0386
A11-D52-A14,1.95575,-2.9172,2.0421
A11-D52-A15,1.95575,-2.9172,2.04055
A11-D52-A16,1.95575,-2.9172,2.0364
A11-D52-A17,1.95575,-2.9172,2.05756
A11-D52-A18,1.95575,-2.9172,2.0657
A11-D52-A19,1.95575,-2.9172,2.0385
A11-D52-A20,1.95575,-2.9172,1.92952
A11-D52-A21,1.95575,-2.9172,2.0019
A11-D52-A22,1.95575,-2.9172,1.99715
A11-D52-A23,1.95575,-2.9172,2.00205
A11-D52-A24,1.95575,-2.9172,2.0839
A11-D52-A25,1.95575,-2.9172,2.05522
A11-D52-A26,1.95575,-2.9172,1.92297
A11-D52-A27,1.95575,-2.9172,2.0775
A11-D52-A28,1.95575,-2.9172,2.0745
A11-D52-A29,1.95575,-2.9172,2.0737
A11-D52-A30,1.95575,-2.9172,1.982
A11-D52-A31,1.95575,-2.9172,2.303
A11-D52-A32,1.95575,-2.9172,2.0549
A11-D52-A33,1.95575,-2.9172,2.06
A11-D52-A34,1.95575,-2.9172,2.05475
A11-D52-A35,1.95575,-2.9172,2.018
A11-D52-A36,1.95575,-2.9172,2.06255
A11-D52-A37,1.95575,-2.9172,2.0434
A11-D52-A38,1.95575,-2.9172,2.0346
A11-D52-A39,1.95575,-2.9172,2.05155
A11-D52-A40,1.95575,-2.9172,2.0518
A11-D52-A41,1.95575,-2.9172,2.04075
A11-D53-A01,1.95575,-2.8373,2.0526
A11-D53-A02,1.95575,-2.8373,2.04761
A11-D53-A03,1.95575,-2.8373,2.0553
A11-D53-A04,1.95575,-2.8373,2.0413
A11-D53-A05,1.95575,-2.8373,2.0471
A11-D53-A06,1.95575,-2.8373,2.0376
A11-D53-A07,1.95575,-2.8373,2.0364
A11-D53-A08,1.95575,-2.8373,2.0417
A11-D53-A09,1.95575,-2.8373,2.0468
A11-D53-A10,1.95575,-2.8373,2.0487
A11-D53-A11,1.95575,-2.8373,1.95575
A11-D53-A12,1.95575,-2.8373,2.0611
A11-D53-A13,1.95575,-2.8373,2.0386
A11-D53-A14,1.95575,-2.8373,2.0421
A11-D53-A15,1.95575,-2.8373,2.04055
A11-D53-A16,1.95575,-2.8373,2.0364
A11-D53-A17,1.95575,-2.8373,2.05756
A11-D53-A18,1.95575,-2.8373,2.0657
A11-D53-A19,1.95575,-2.8373,2.0385
A11-D53-A20,1.95575,-2.8373,1.92952
A11-D53-A21,1.95575,-2.8373,2.0019
A11-D53-A22,1.95575,-2.8373,1.99715
A11-D53-A23,1.95575,-2.8373,2.00205
A11-D53-A24,1.95575,-2.8373,2.0839
A11-D53-A25,1.95575,-2.8373,2.05522
A11-D53-A26,1.95575,-2.8373,1.92297
A11-D53-A27,1.95575,-2.8373,2.0775
A11-D53-A28,1.95575,-2.8373,2.0745
A11-D53-A29,1.95575,-2.8373,2.0737
A11-D53-A30,1.95575,-2.8373,1.982
A11-D53-A31,1.95575,-2.8373,2.303
A11-D53-A32,1.95575,-2.8373,2.0549
A11-D53-A33,1.95575,-2.8373,2.06
A11-D53-A34,1.95575,-2.8373,2.05475
A11-D53-A35,1.95575,-2.8373,2.018
A11-D53-A36,1.95575,-2.8373,2.06255
A11-D53-A37,1.95575,-2.8373,2.0434
A11-D53-A38,1.95575,-2.8373,2.0346
A11-D53-A39,1.95575,-2.8373,2.05155
A11-D53-A40,1.95575,-2.8373,2.0518
A11-D53-A41,1.95575,-2.8373,2.04075
A11-D54-A01,1.95575,-2.7586,2.0526
A11-D54-A02,1.95575,-2.7586,2.04761
A11-D54-A03,1.95575,-2.7586,2.0553
A11-D54-A04,1.95575,-2.7586,2.0413
A11-D54-A05,1.95575,-2.7586,2.0471
A11-D54-A06,1.95575,-2.7586,2.0376
A11-D54-A07,1.95575,-2.7586,2.0364
A11-D54-A08,1.95575,-2.7586,2.0417
A11-D54-A09,1.95575,-2.7586,2.0468
A11-D54-A10,1.95575,-2.7586,2.0487
A11-D54-A11,1.95575,-2.7586,1.95575
A11-D54-A12,1.95575,-2.7586,2.0611
A11-D54-A13,1.95575,-2.7586,2.0386
A11-D54-A14,1.95575,-2.7586,2.0421
A11-D54-A15,1.95575,-2.7586,2.04055
A11-D54-A16,1.95575,-2.7586,2.0364
A11-D54-A17,1.95575,-2.7586,2.05756
A11-D54-A18,1.95575,-2.7586,2.0657
A11-D54-A19,1.95575,-2.7586,2.0385
A11-D54-A20,1.95575,-2.7586,1.92952
A11-D54-A21,1.95575,-2.7586,2.0019
A11-D54-A22,1.95575,-2.7586,1.99715
A11-D54-A23,1.95575,-2.7586,2.00205
A11-D54-A24,1.95575,-2.7586,2.0839
A11-D54-A25,1.95575,-2.7586,2.05522
A11-D54-A26,1.95575,-2.7586,1.92297
A11-D54-A27,1.95575,-2.7586,2.0775
A11-D54-A28,1.95575,-2.7586,2.0745
A11-D54-A29,1.95575,-2.7586,2.0737
A11-D54-A30,1.95575,-2.7586,1.982
A11-D54-A31,1.95575,-2.7586,2.303
A11-D54-A32,1.95575,-2.7586,2.0549
A11-D54-A33,1.95575,-2.7586,2.06
A11-D54-A34,1.95575,-2.7586,2.05475
A11-D54-A35,1.95575,-2.7586,2.018
A11-D54-A36,1.95575,-2.7586,2.06255
A11-D54-A37,1.95575,-2.7586,2.0434
A11-D54-A38,1.95575,-2.7586,2.0346
A11-D54-A39,1.95575,-2.7586,2.05155
A11-D54-A40,1.95575,-2.7586,2.0518
A11-D54-A41,1.95575,-2.7586,2.04075
A11-D55-A01,1.95575,-2.8185,2.0526
A11-D55-A02,1.95575,-2.8185,2.04761
A11-D55-A03,1.95575,-2.8185,2.0553
A11-D55-A04,1.95575,-2.8185,2.0413
A11-D55-A05,1.95575,-2.8185,2.0471
A11-D55-A06,1.95575,-2.8185,2.0376
A11-D55-A07,1.95575,-2.8185,2.0364
A11-D55-A08,1.95575,-2.8185,2.0417
A11-D55-A09,1.95575,-2.8185,2.0468
A11-D55-A10,1.95575,-2.8185,2.0487
A11-D55-A11,1.95575,-2.8185,1.95575
A11-D55-A12,1.95575,-2.8185,2.0611
A11-D55-A13,1.95575,-2.8185,2.0386
A11-D55-A14,1.95575,-2.8185,2.0421
A11-D55-A15,1.95575,-2.8185,2.04055
A11-D55-A16,1.95575,-2.8185,2.0364
A11-D55-A17,1.95575,-2.8185,2.05756
A11-D55-A18,1.95575,-2.8185,2.0657
A11-D55-A19,1.95575,-2.8185,2.0385
A11-D55-A20,1.95575,-2.8185,1.92952
A11-D55-A21,1.95575,-2.8185,2.0019
A11-D55-A22,1.95575,-2.8185,1.99715
A11-D55-A23,1.95575,-2.8185,2.00205
A11-D55-A24,1.95575,-2.8185,2.0839
A11-D55-A25,1.95575,-2.8185,2.05522
A11-D55-A26,1.95575,-2.8185,1.92297
A11-D55-A27,1.95575,-2.8185,2.0775
A11-D55-A28,1.95575,-2.8185,2.0745
A11-D55-A29,1.95575,-2.8185,2.0737
A11-D55-A30,1.95575,-2.8185,1.982
A11-D55-A31,1.95575,-2.8185,2.303
A11-D55-A32,1.95575,-2.8185,2.0549
A11-D55-A33,1.95575,-2.8185,2.06
A11-D55-A34,1.95575,-2.8185,2.05475
A11-D55-A35,1.95575,-2.8185,2.018
A11-D55-A36,1.95575,-2.8185,2.06255
A11-D55-A37,1.95575,-2.8185,2.0434
A11-D55-A38,1.95575,-2.8185,2.0346
A11-D55-A39,1.95575,-2.8185,2.05155
A11-D55-A40,1.95575,-2.8185,2.0518
A11-D55-A41,1.95575,-2.8185,2.04075
A11-D56-A01,1.95575,-2.7845,2.0526
A11-D56-A02,1.95575,-2.7845,2.04761
A11-D56-A03,1.95575,-2.7845,2.0553
A11-D56-A04,1.95575,-2.7845,2.0413
A11-D56-A05,1.95575,-2.7845,2.0471
A11-D56-A06,1.95575,-2.7845,2.0376
A11-D56-A07,1.95575,-2.7845,2.0364
A11-D56-A08,1.95575,-2.7845,2.0417
A11-D56-A09,1.95575,-2.7845,2.0468
A11-D56-A10,1.95575,-2.7845,2.0487
A11-D56-A11,1.95575,-2.7845,1.95575
A11-D56-A12,1.95575,-2.7845,2.0611
A11-D56-A13,1.95575,-2.7845,2.0386
A11-D56-A14,1.95575,-2.7845,2.0421
A11-D56-A15,1.95575,-2.7845,2.04055
A11-D56-A16,1.95575,-2.7845,2.0364
A11-D56-A17,1.95575,-2.7845,2.05756
A11-D56-A18,1.95575,-2.7845,2.0657
A11-D56-A19,1.95575,-2.7845,2.0385
A11-D56-A20,1.95575,-2.7845,1.92952
A11-D56-A21,1.95575,-2.7845,2.0019
A11-D56-A22,1.95575,-2.7845,1.99715
A11-D56-A23,1.95575,-2.7845,2.00205
A11-D56-A24,1.95575,-2.7845,2.0839
A11-D56-A25,1.95575,-2.7845,2.05522
A11-D56-A26,1.95575,-2.7845,1.92297
A11-D56-A27,1.95575,-2.7845,2.0775
A11-D56-A28,1.95575,-2.7845,2.0745
A11-D56-A29,1.95575,-2.7845,2.0737
A11-D56-A30,1.95575,-2.7845,1.982
A11-D56-A31,1.95575,-2.7845,2.303
A11-D56-A32,1.95575,-2.7845,2.0549
A11-D56-A33,1.95575,-2.7845,2.06
A11-D56-A34,1.95575,-2.7845,2.05475
A11-D56-A35,1.95575,-2.7845,2.018
A11-D56-A36,1.95575,-2.7845,2.06255
A11-D56-A37,1.95575,-2.7845,2.0434
A11-D56-A38,1.95575,-2.7845,2.0346
A11-D56-A39,1.95575,-2.7845,2.05155
A11-D56-A40,1.95575,-2.7845,2.0518
A11-D56-A41,1.95575,-2.7845,2.04075
A11-D57-A01,1.95575,-2.8401,2.0526
A11-D57-A02,1.95575,-2.8401,2.04761
A11-D57-A03,1.95575,-2.8401,2.0553
A11-D57-A04,1.95575,-2.8401,2.0413
A11-D57-A05,1.95575,-2.8401,2.0471
A11-D57-A06,1.95575,-2.8401,2.0376
A11-D57-A07,1.95575,-2.8401,2.0364
A11-D57-A08,1.95575,-2.8401,2.0417
A11-D57-A09,1.95575,-2.8401,2.0468
A11-D57-A10,1.95575,-2.8401,2.0487
A11-D57-A11,1.95575,-2.8401,1.95575
A11-D57-A12,1.95575,-2.8401,2.0611
A11-D57-A13,1.95575,-2.8401,2.0386
A11-D57-A14,1.95575,-2.8401,2.0421
A11-D57-A15,1.95575,-2.8401,2.04055
A11-D57-A16,1.95575,-2.8401,2.0364
A11-D57-A17,1.95575,-2.8401,2.05756
A11-D57-A18,1.95575,-2.8401,2.0657
A11-D57-A19,1.95575,-2.8401,2.0385
A11-D57-A20,1.95575,-2.8401,1.92952
A11-D57-A21,1.95575,-2.8401,2.0019
A11-D57-A22,1.95575,-2.8401,1.99715
A11-D57-A23,1.95575,-2.8401,2.00205
A11-D57-A24,1.95575,-2.8401,2.0839
A11-D57-A25,1.95575,-2.8401,2.05522
A11-D57-A26,1.95575,-2.8401,1.92297
A11-D57-A27,1.95575,-2.8401,2.0775
A11-D57-A28,1.95575,-2.8401,2.0745
A11-D57-A29,1.95575,-2.8401,2.0737
A11-D57-A30,1.95575,-2.8401,1.982
A11-D57-A31,1.95575,-2.8401,2.303
A11-D57-A32,1.95575,-2.8401,2.0549
A11-D57-A33,1.95575,-2.8401,2.06
A11-D57-A34,1.95575,-2.8401,2.05475
A11-D57-A35,1.95575,-2.8401,2.018
A11-D57-A36,1.95575,-2.8401,2.06255
A11-D57-A37,1.95575,-2.8401,2.0434
A11-D57-A38,1.95575,-2.8401,2.0346
A11-D57-A39,1.95575,-2.8401,2.05155
A11-D57-A40,1.95575,-2.8401,2.0518
A11-D57-A41,1.95575,-2.8401,2.04075
A11-D58-A01,1.95575,-2.8322,2.0526
A11-D58-A02,1.95575,-2.8322,2.04761
A11-D58-A03,1.95575,-2.8322,2.0553
A11-D58-A04,1.95575,-2.8322,2.0413
A11-D58-A05,1.95575,-2.8322,2.0471
A11-D58-A06,1.95575,-2.8322,2.0376
A11-D58-A07,1.95575,-2.8322,2.0364
A11-D58-A08,1.95575,-2.8322,2.0417
A11-D58-A09,1.95575,-2.8322,2.0468
A11-D58-A10,1.95575,-2.8322,2.0487
A11-D58-A11,1.95575,-2.8322,1.95575
A11-D58-A12,1.95575,-2.8322,2.0611
A11-D58-A13,1.95575,-2.8322,2.0386
A11-D58-A14,1.95575,-2.8322,2.0421
A11-D58-A15,1.95575,-2.8322,2.04055
A11-D58-A16,1.95575,-2.8322,2.0364
A11-D58-A17,1.95575,-2.8322,2.05756
A11-D58-A18,1.95575,-2.8322,2.0657
A11-D58-A19,1.95575,-2.8322,2.0385
A11-D58-A20,1.95575,-2.8322,1.92952
A11-D58-A21,1.95575,-2.8322,2.0019
A11-D58-A22,1.95575,-2.8322,1.99715
A11-D58-A23,1.95575,-2.8322,2.00205
A11-D58-A24,1.95575,-2.8322,2.0839
A11-D58-A25,1.95575,-2.8322,2.05522
A11-D58-A26,1.95575,-2.8322,1.92297
A11-D58-A27,1.95575,-2.8322,2.0775
A11-D58-A28,1.95575,-2.8322,2.0745
A11-D58-A29,1.95575,-2.8322,2.0737
A11-D58-A30,1.95575,-2.8322,1.982
A11-D58-A31,1.95575,-2.8322,2.303
A11-D58-A32,1.95575,-2.8322,2.0549
A11-D58-A33,1.95575,-2.8322,2.06
A11-D58-A34,1.95575,-2.8322,2.05475
A11-D58-A35,1.95575,-2.8322,2.018
A11-D58-A36,1.95575,-2.8322,2.06255
A11-D58-A37,1.95575,-2.8322,2.0434
A11-D58-A38,1.95575,-2.8322,2.0346
A11-D58-A39,1.95575,-2.8322,2.05155
A11-D58-A40,1.95575,-2.8322,2.0518
A11-D58-A41,1.95575,-2.8322,2.04075
A11-D59-A01,1.95575,-2.8311,2.0526
A11-D59-A02,1.95575,-2.8311,2.04761
A11-D59-A03,1.95575,-2.8311,2.0553
A11-D59-A04,1.95575,-2.8311,2.0413
A11-D59-A05,1.95575,-2.8311,2.0471
A11-D59-A06,1.95575,-2.8311,2.0376
A11-D59-A07,1.95575,-2.8311,2.0364
A11-D59-A08,1.95575,-2.8311,2.0417
A11-D59-A09,1.95575,-2.8311,2.0468
A11-D59-A10,1.95575,-2.8311,2.0487
A11-D59-A11,1.95575,-2.8311,1.95575
A11-D59-A12,1.95575,-2.8311,2.0611
A11-D59-A13,1.95575,-2.8311,2.0386
A11-D59-A14,1.95575,-2.8311,2.0421
A11-D59-A15,1.95575,-2.8311,2.04055
A11-D59-A16,1.95575,-2.8311,2.0364
A11-D59-A17,1.95575,-2.8311,2.05756
A11-D59-A18,1.95575,-2.8311,2.0657
A11-D59-A19,1.95575,-2.8311,2.0385
A11-D59-A20,1.95575,-2.8311,1.92952
A11-D59-A21,1.95575,-2.8311,2.0019
A11-D59-A22,1.95575,-2.8311,1.99715
A11-D59-A23,1.95575,-2.8311,2.00205
A11-D59-A24,1.95575,-2.8311,2.0839
A11-D59-A25,1.95575,-2.8311,2.05522
A11-D59-A26,1.95575,-2.8311,1.92297
A11-D59-A27,1.95575,-2.8311,2.0775
A11-D59-A28,1.95575,-2.8311,2.0745
A11-D59-A29,1.95575,-2.8311,2.0737
A11-D59-A30,1.95575,-2.8311,1.982
A11-D59-A31,1.95575,-2.8311,2.303
A11-D59-A32,1.95575,-2.8311,2.0549
A11-D59-A33,1.95575,-2.8311,2.06
A11-D59-A34,1.95575,-2.8311,2.05475
A11-D59-A35,1.95575,-2.8311,2.018
A11-D59-A36,1.95575,-2.8311,2.06255
A11-D59-A37,1.95575,-2.8311,2.0434
A11-D59-A38,1.95575,-2.8311,2.0346
A11-D59-A39,1.95575,-2.8311,2.05155
A11-D59-A40,1.95575,-2.8311,2.0518
A11-D59-A41,1.95575,-2.8311,2.04075
A12-D01-A01,2.0611,-2.8305,2.0526
A12-D01-A02,2.0611,-2.8305,2.04761
A12-D01-A03,2.0611,-2.8305,2.0553
A12-D01-A04,2.0611,-2.8305,2.0413
A12-D01-A05,2.0611,-2.8305,2.0471
A12-D01-A06,2.0611,-2.8305,2.0376
A12-D01-A07,2.0611,-2.8305,2.0364
A12-D01-A08,2.0611,-2.8305,2.0417
A12-D01-A09,2.0611,-2.8305,2.0468
A12-D01-A10,2.0611,-2.8305,2.0487
A12-D01-A11,2.0611,-2.8305,1.95575
A12-D01-A12,2.0611,-2.8305,2.0611
A12-D01-A13,2.0611,-2.8305,2.0386
A12-D01-A14,2.0611,-2.8305,2.0421
A12-D01-A15,2.0611,-2.8305,2.04055
A12-D01-A16,2.0611,-2.8305,2.0364
A12-D01-A17,2.0611,-2.8305,2.05756
A12-D01-A18,2.0611,-2.8305,2.0657
A12-D01-A19,2.0611,-2.8305,2.0385
A12-D01-A20,2.0611,-2.8305,1.92952
A12-D01-A21,2.0611,-2.8305,2.0019
A12-D01-A22,2.0611,-2.8305,1.99715
A12-D01-A23,2.0611,-2.8305,2.00205
A12-D01-A24,2.0611,-2.8305,2.0839
A12-D01-A25,2.0611,-2.8305,2.05522
A12-D01-A26,2.0611,-2.8305,1.92297
A12-D01-A27,2.0611,-2.8305,2.0775
A12-D01-A28,2.0611,-2.8305,2.0745
A12-D01-A29,2.0611,-2.8305,2.0737
A12-D01-A30,2.0611,-2.8305,1.982
A12-D01-A31,2.0611,-2.8305,2.303
A12-D01-A32,2.0611,-2.8305,2.0549
A12-D01-A33,2.0611,-2.8305,2.06
A12-D01-A34,2.0611,-2.8305,2.05475
A12-D01-A35,2.0611,-2.8305,2.018
A12-D01-A36,2.0611,-2.8305,2.06255
A12-D01-A37,2.0611,-2.8305,2.0434
A12-D01-A38,2.0611,-2.8305,2.0346
A12-D01-A39,2.0611,-2.8305,2.05155
A12-D01-A40,2.0611,-2.8305,2.0518
A12-D01-A41,2.0611,-2.8305,2.04075
A12-D02-A01,2.0611,-2.7884,2.0526
A12-D02-A02,2.0611,-2.7884,2.04761
A12-D02-A03,2.0611,-2.7884,2.0553
A12-D02-A04,2.0611,-2.7884,2.0413
A12-D02-A05,2.0611,-2.7884,2.0471
A12-D02-A06,2.0611,-2.7884,2.0376
A12-D02-A07,2.0611,-2.7884,2.0364
A12-D02-A08,2.0611,-2.7884,2.0417
A12-D02-A09,2.0611,-2.7884,2.0468
A12-D02-A10,2.0611,-2.7884,2.0487
A12-D02-A11,2.0611,-2.7884,1.95575
A12-D02-A12,2.0611,-2.7884,2.0611
A12-D02-A13,2.0611,-2.7884,2.0386
A12-D02-A14,2.0611,-2.7884,2.0421
A12-D02-A15,2.0611,-2.7884,2.04055
A12-D02-A16,2.0611,-2.7884,2.0364
A12-D02-A17,2.0611,-2.7884,2.05756
A12-D02-A18,2.0611,-2.7884,2.0657
A12-D02-A19,2.0611,-2.7884,2.0385
A12-D02-A20,2.0611,-2.7884,1.92952
A12-D02-A21,2.0611,-2.7884,2.0019
A12-D02-A22,2.0611,-2.7884,1.99715
A12-D02-A23,2.0611,-2.7884,2.00205
A12-D02-A24,2.0611,-2.7884,2.0839
A12-D02-A25,2.0611,-2.7884,2.05522
A12-D02-A26,2.0611,-2.7884,1.92297
A12-D02-A27,2.0611,-2.7884,2.0775
A12-D02-A28,2.0611,-2.7884,2.0745
A12-D02-A29,2.0611,-2.7884,2.0737
A12-D02-A30,2.0611,-2.7884,1.982
A12-D02-A31,2.0611,-2.7884,2.303
A12-D02-A32,2.0611,-2.7884,2.0549
A12-D02-A33,2.0611,-2.7884,2.06
A12-D02-A34,2.0611,-2.7884,2.05475
A12-D02-A35,2.0611,-2.7884,2.018
A12-D02-A36,2.0611,-2.7884,2.06255
A12-D02-A37,2.0611,-2.7884,2.0434
A12-D02-A38,2.0611,-2.7884,2.0346
A12-D02-A39,2.0611,-2.7884,2.05155
A12-D02-A40,2.0611,-2.7884,2.0518
A12-D02-A41,2.0611,-2.7884,2.04075
A12-D03-A01,2.0611,-2.8368,2.0526
A12-D03-A02,2.0611,-2.8368,2.04761
A12-D03-A03,2.0611,-2.8368,2.0553
A12-D03-A04,2.0611,-2.8368,2.0413
A12-D03-A05,2.0611,-2.8368,2.0471
A12-D03-A06,2.0611,-2.8368,2.0376
A12-D03-A07,2.0611,-2.8368,2.0364
A12-D03-A08,2.0611,-2.8368,2.0417
A12-D03-A09,2.0611,-2.8368,2.0468
A12-D03-A10,2.0611,-2.8368,2.0487
A12-D03-A11,2.0611,-2.8368,1.95575
A12-D03-A12,2.0611,-2.8368,2.0611
A12-D03-A13,2.0611,-2.8368,2.0386
A12-D03-A14,2.0611,-2.8368,2.0421
A12-D03-A15,2.0611,-2.8368,2.04055
A12-D03-A16,2.0611,-2.8368,2.0364
A12-D03-A17,2.0611,-2.8368,2.05756
A12-D03-A18,2.0611,-2.8368,2.0657
A12-D03-A19,2.0611,-2.8368,2.0385
A12-D03-A20,2.0611,-2.8368,1.92952
A12-D03-A21,2.0611,-2.8368,2.0019
A12-D03-A22,2.0611,-2.8368,1.99715
A12-D03-A23,2.0611,-2.8368,2.00205
A12-D03-A24,2.0611,-2.8368,2.0839
A12-D03-A25,2.0611,-2.8368,2.05522
A12-D03-A26,2.0611,-2.8368,1.92297
A12-D03-A27,2.0611,-2.8368,2.0775
A12-D03-A28,2.0611,-2.8368,2.0745
A12-D03-A29,2.0611,-2.8368,2.0737
A12-D03-A30,2.0611,-2.8368,1.982
A12-D03-A31,2.0611,-2.8368,2.303
A12-D03-A32,2.0611,-2.8368,2.0549
A12-D03-A33,2.0611,-2.8368,2.06
A12-D03-A34,2.0611,-2.8368,2.05475
A12-D03-A35,2.0611,-2.8368,2.018
A12-D03-A36,2.0611,-2.8368,2.06255
A12-D03-A37,2.0611,-2.8368,2.0434
A12-D03-A38,2.0611,-2.8368,2.0346
A12-D03-A39,2.0611,-2.8368,2.05155
A12-D03-A40,2.0611,-2.8368,2.0518
A12-D03-A41,2.0611,-2.8368,2.04075
A12-D04-A01,2.0611,-2.8311,2.0526
A12-D04-A02,2.0611,-2.8311,2.04761
A12-D04-A03,2.0611,-2.8311,2.0553
A12-D04-A04,2.0611,-2.8311,2.0413
A12-D04-A05,2.0611,-2.8311,2.0471
A12-D04-A06,2.0611,-2.8311,2.0376
A12-D04-A07,2.0611,-2.8311,2.0364
A12-D04-A08,2.0611,-2.8311,2.0417
A12-D04-A09,2.0611,-2.8311,2.0468
A12-D04-A10,2.0611,-2.8311,2.0487
A12-D04-A11,2.0611,-2.8311,1.95575
A12-D04-A12,2.0611,-2.8311,2.0611
A12-D04-A13,2.0611,-2.8311,2.0386
A12-D04-A14,2.0611,-2.8311,2.0421
A12-D04-A15,2.0611,-2.8311,2.04055
A12-D04-A16,2.0611,-2.8311,2.0364
A12-D04-A17,2.0611,-2.8311,2.05756
A12-D04-A18,2.0611,-2.8311,2.0657
A12-D04-A19,2.0611,-2.8311,2.0385
A12-D04-A20,2.0611,-2.8311,1.92952
A12-D04-A21,2.0611,-2.8311,2.0019
A12-D04-A22,2.0611,-2.8311,1.99715
A12-D04-A23,2.0611,-2.8311,2.00205
A12-D04-A24,2.0611,-2.8311,2.0839
A12-D04-A25,2.0611,-2.8311,2.05522
A12-D04-A26,2.0611,-2.8311,1.92297
A12-D04-A27,2.0611,-2.8311,2.0775
A12-D04-A28,2.0611,-2.8311,2.0745
A12-D04-A29,2.0611,-2.8311,2.0737
A12-D04-A30,2.0611,-2.8311,1.982
A12-D04-A31,2.0611,-2.8311,2.303
A12-D04-A32,2.0611,-2.8311,2.0549
A12-D04-A33,2.0611,-2.8311,2.06
A12-D04-A34,2.0611,-2.8311,2.05475
A12-D04-A35,2.0611,-2.8311,2.018
A12-D04-A36,2.0611,-2.8311,2.06255
A12-D04-A37,2.0611,-2.8311,2.0434
A12-D04-A38,2.0611,-2.8311,2.0346
A12-D04-A39,2.0611,-2.8311,2.05155
A12-D04-A40,2.0611,-2.8311,2.0518
A12-D04-A41,2.0611,-2.8311,2.04075
A12-D05-A01,2.0611,-2.8211,2.0526
A12-D05-A02,2.0611,-2.8211,2.04761
A12-D05-A03,2.0611,-2.8211,2.0553
A12-D05-A04,2.0611,-2.8211,2.0413
A12-D05-A05,2.0611,-2.8211,2.0471
A12-D05-A06,2.0611,-2.8211,2.0376
A12-D05-A07,2.0611,-2.8211,2.0364
A12-D05-A08,2.0611,-2.8211,2.0417
A12-D05-A09,2.0611,-2.8211,2.0468
A12-D05-A10,2.0611,-2.8211,2.0487
A12-D05-A11,2.0611,-2.8211,1.95575
A12-D05-A12,2.0611,-2.8211,2.0611
A12-D05-A13,2.0611,-2.8211,2.0386
A12-D05-A14,2.0611,-2.8211,2.0421
A12-D05-A15,2.0611,-2.8211,2.04055
A12-D05-A16,2.0611,-2.8211,2.0364
A12-D05-A17,2.0611,-2.8211,2.05756
A12-D05-A18,2.0611,-2.8211,2.0657
A12-D05-A19,2.0611,-2.8211,2.0385
A12-D05-A20,2.0611,-2.8211,1.92952
A12-D05-A21,2.0611,-2.8211,2.0019
A12-D05-A22,2.0611,-2.8211,1.99715
A12-D05-A23,2.0611,-2.8211,2.00205
A12-D05-A24,2.0611,-2.8211,2.0839
A12-D05-A25,2.0611,-2.8211,2.05522
A12-D05-A26,2.0611,-2.8211,1.92297
A12-D05-A27,2.0611,-2.8211,2.0775
A12-D05-A28,2.0611,-2.8211,2.0745
A12-D05-A29,2.0611,-2.8211,2.0737
A12-D05-A30,2.0611,-2.8211,1.982
A12-D05-A31,2.0611,-2.8211,2.303
A12-D05-A32,2.0611,-2.8211,2.0549
A12-D05-A33,2.0611,-2.8211,2.06
A12-D05-A34,2.0611,-2.8211,2.05475
A12-D05-A35,2.0611,-2.8211,2.018
A12-D05-A36,2.0611,-2.8211,2.06255
A12-D05-A37,2.0611,-2.8211,2.0434
A12-D05-A38,2.0611,-2.8211,2.0346
A12-D05-A39,2.0611,-2.8211,2.05155
A12-D05-A40,2.0611,-2.8211,2.0518
A12-D05-A41,2.0611,-2.8211,2.04075
A12-D06-A01,2.0611,-2.8181,2.0526
A12-D06-A02,2.0611,-2.8181,2.04761
A12-D06-A03,2.0611,-2.8181,2.0553
A12-D06-A04,2.0611,-2.8181,2.0413
A12-D06-A05,2.0611,-2.8181,2.0471
A12-D06-A06,2.0611,-2.8181,2.0376
A12-D06-A07,2.0611,-2.8181,2.0364
A12-D06-A08,2.0611,-2.8181,2.0417
A12-D06-A09,2.0611,-2.8181,2.0468
A12-D06-A10,2.0611,-2.8181,2.0487
